Description,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Apple, Netflix is seeking a Backend Developer, Software Engineer, Product Manager, Data Scientist proficient in SQL, Python, Java, TensorFlow and experienced with Jira, Figma, VS Code, GitHub. The ideal candidate should possess Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science and have 7+ years, 2+ years, 5+ years of industry experience. Position is based in Seattle, WA, Chicago, IL, San Francisco, CA. Strong Adaptability, Problem-Solving, Teamwork, Leadership and fluency in Spanish, English are required. Salary range: $90k–$120k, $120k–$150k. Preferred certifications include PMP Certification, Certified Scrum Master.","SQL, Python, Java, TensorFlow","Apple, Netflix","Jira, Figma, VS Code, GitHub","Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science","7+ years, 2+ years, 5+ years","Backend Developer, Software Engineer, Product Manager, Data Scientist","Seattle, WA, Chicago, IL, San Francisco, CA","Spanish, English","Adaptability, Problem-Solving, Teamwork, Leadership","$90k–$120k, $120k–$150k","PMP Certification, Certified Scrum Master"
"Apple, Netflix is seeking a Product Manager, Data Scientist proficient in Python, AWS, Java, Kubernetes and experienced with Jira, VS Code, GitHub, Figma. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science and have Entry level, 3-5 years, 2+ years of industry experience. Position is based in New York, NY, Austin, TX. Strong Leadership, Problem-Solving and fluency in German, French are required. Salary range: $100k–$130k, $120k–$150k, $90k–$120k. Preferred certifications include Certified Scrum Master, PMP Certification, Google Cloud Professional.","Python, AWS, Java, Kubernetes","Apple, Netflix","Jira, VS Code, GitHub, Figma","Master's in Information Systems, Bachelor's in Computer Science","Entry level, 3-5 years, 2+ years","Product Manager, Data Scientist","New York, NY, Austin, TX","German, French","Leadership, Problem-Solving","$100k–$130k, $120k–$150k, $90k–$120k","Certified Scrum Master, PMP Certification, Google Cloud Professional"
"IBM, Facebook, Amazon, Netflix is seeking a Data Scientist, DevOps Engineer, Backend Developer, Product Manager proficient in SQL, Python and experienced with Tableau, Figma. The ideal candidate should possess Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems and have 2+ years, Entry level of industry experience. Position is based in Boston, MA, Chicago, IL, Seattle, WA, Austin, TX. Strong Communication Skills, Leadership and fluency in French, English, German are required. Salary range: $100k–$130k, $90k–$120k, $80k–$100k, $120k–$150k. Preferred certifications include Google Cloud Professional, PMP Certification, Certified Scrum Master.","SQL, Python","IBM, Facebook, Amazon, Netflix","Tableau, Figma","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","2+ years, Entry level","Data Scientist, DevOps Engineer, Backend Developer, Product Manager","Boston, MA, Chicago, IL, Seattle, WA, Austin, TX","French, English, German","Communication Skills, Leadership","$100k–$130k, $90k–$120k, $80k–$100k, $120k–$150k","Google Cloud Professional, PMP Certification, Certified Scrum Master"
"IBM, Microsoft, Netflix is seeking a Software Engineer, Product Manager, DevOps Engineer proficient in SQL, Docker, TensorFlow, Machine Learning and experienced with GitHub, Jira, Figma. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science and have 3-5 years, 2+ years, 5+ years, Entry level of industry experience. Position is based in Chicago, IL, New York, NY, Seattle, WA. Strong Teamwork, Problem-Solving, Communication Skills, Adaptability and fluency in French, Spanish, English are required. Salary range: $120k–$150k, $90k–$120k. Preferred certifications include Google Cloud Professional, AWS Certified Solutions Architect.","SQL, Docker, TensorFlow, Machine Learning","IBM, Microsoft, Netflix","GitHub, Jira, Figma","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","3-5 years, 2+ years, 5+ years, Entry level","Software Engineer, Product Manager, DevOps Engineer","Chicago, IL, New York, NY, Seattle, WA","French, Spanish, English","Teamwork, Problem-Solving, Communication Skills, Adaptability","$120k–$150k, $90k–$120k","Google Cloud Professional, AWS Certified Solutions Architect"
"IBM, Microsoft, Google is seeking a Software Engineer, Product Manager, DevOps Engineer proficient in Kubernetes, Java, Python, Machine Learning and experienced with VS Code, Tableau, Slack. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems and have 3-5 years, Mid-Senior level, 5+ years, 2+ years of industry experience. Position is based in Boston, MA, Chicago, IL. Strong Leadership, Adaptability and fluency in German, French, English, Spanish are required. Salary range: $80k–$100k, $100k–$130k, $120k–$150k. Preferred certifications include Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification.","Kubernetes, Java, Python, Machine Learning","IBM, Microsoft, Google","VS Code, Tableau, Slack","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","3-5 years, Mid-Senior level, 5+ years, 2+ years","Software Engineer, Product Manager, DevOps Engineer","Boston, MA, Chicago, IL","German, French, English, Spanish","Leadership, Adaptability","$80k–$100k, $100k–$130k, $120k–$150k","Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification"
"Tesla, Microsoft, IBM is seeking a DevOps Engineer, Product Manager, Software Engineer proficient in Python, SQL, Java and experienced with GitHub, Slack, VS Code. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems and have Mid-Senior level, 2+ years of industry experience. Position is based in Seattle, WA, Austin, TX, Chicago, IL, Boston, MA. Strong Adaptability, Communication Skills, Leadership, Teamwork and fluency in French, English are required. Salary range: $100k–$130k, $120k–$150k, $90k–$120k. Preferred certifications include AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification.","Python, SQL, Java","Tesla, Microsoft, IBM","GitHub, Slack, VS Code","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","Mid-Senior level, 2+ years","DevOps Engineer, Product Manager, Software Engineer","Seattle, WA, Austin, TX, Chicago, IL, Boston, MA","French, English","Adaptability, Communication Skills, Leadership, Teamwork","$100k–$130k, $120k–$150k, $90k–$120k","AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification"
"Amazon, IBM, Microsoft, Google is seeking a Backend Developer, DevOps Engineer, Data Scientist, Product Manager proficient in Docker, SQL and experienced with Figma, GitHub, Salesforce. The ideal candidate should possess Bachelor's in Computer Science, Master's in Information Systems and have Entry level, 5+ years, Mid-Senior level of industry experience. Position is based in San Francisco, CA, New York, NY. Strong Problem-Solving, Leadership and fluency in German, English, French, Spanish are required. Salary range: $120k–$150k, $90k–$120k, $100k–$130k, $80k–$100k. Preferred certifications include Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect.","Docker, SQL","Amazon, IBM, Microsoft, Google","Figma, GitHub, Salesforce","Bachelor's in Computer Science, Master's in Information Systems","Entry level, 5+ years, Mid-Senior level","Backend Developer, DevOps Engineer, Data Scientist, Product Manager","San Francisco, CA, New York, NY","German, English, French, Spanish","Problem-Solving, Leadership","$120k–$150k, $90k–$120k, $100k–$130k, $80k–$100k","Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Tesla, Apple, IBM, Facebook is seeking a Backend Developer, DevOps Engineer, Software Engineer, Data Scientist proficient in Kubernetes, Python, Machine Learning, Docker and experienced with Tableau, Salesforce, Jira. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science and have 2+ years, 3-5 years, 5+ years of industry experience. Position is based in San Francisco, CA, Boston, MA, Chicago, IL. Strong Adaptability, Communication Skills, Problem-Solving and fluency in English, Spanish, French, German are required. Salary range: $100k–$130k, $120k–$150k. Preferred certifications include Certified Scrum Master, PMP Certification, Google Cloud Professional.","Kubernetes, Python, Machine Learning, Docker","Tesla, Apple, IBM, Facebook","Tableau, Salesforce, Jira","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","2+ years, 3-5 years, 5+ years","Backend Developer, DevOps Engineer, Software Engineer, Data Scientist","San Francisco, CA, Boston, MA, Chicago, IL","English, Spanish, French, German","Adaptability, Communication Skills, Problem-Solving","$100k–$130k, $120k–$150k","Certified Scrum Master, PMP Certification, Google Cloud Professional"
"Apple, Netflix is seeking a Product Manager, DevOps Engineer proficient in Python, TensorFlow and experienced with Tableau, GitHub, Slack. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science and have 3-5 years, 2+ years of industry experience. Position is based in Austin, TX, San Francisco, CA, Chicago, IL, Boston, MA. Strong Problem-Solving, Communication Skills, Leadership, Adaptability and fluency in Spanish, French, English are required. Salary range: $90k–$120k, $120k–$150k, $80k–$100k. Preferred certifications include PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master.","Python, TensorFlow","Apple, Netflix","Tableau, GitHub, Slack","Ph.D. in Data Science, Bachelor's in Computer Science","3-5 years, 2+ years","Product Manager, DevOps Engineer","Austin, TX, San Francisco, CA, Chicago, IL, Boston, MA","Spanish, French, English","Problem-Solving, Communication Skills, Leadership, Adaptability","$90k–$120k, $120k–$150k, $80k–$100k","PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master"
"Netflix, IBM is seeking a DevOps Engineer, Software Engineer proficient in Python, Docker and experienced with Jira, VS Code, Figma, GitHub. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science and have 3-5 years, Mid-Senior level, 5+ years, 7+ years of industry experience. Position is based in New York, NY, Austin, TX, San Francisco, CA, Seattle, WA. Strong Communication Skills, Teamwork and fluency in Spanish, German, French, English are required. Salary range: $120k–$150k, $90k–$120k. Preferred certifications include PMP Certification, Google Cloud Professional, Certified Scrum Master, AWS Certified Solutions Architect.","Python, Docker","Netflix, IBM","Jira, VS Code, Figma, GitHub","Master's in Information Systems, Bachelor's in Computer Science","3-5 years, Mid-Senior level, 5+ years, 7+ years","DevOps Engineer, Software Engineer","New York, NY, Austin, TX, San Francisco, CA, Seattle, WA","Spanish, German, French, English","Communication Skills, Teamwork","$120k–$150k, $90k–$120k","PMP Certification, Google Cloud Professional, Certified Scrum Master, AWS Certified Solutions Architect"
"Microsoft, Amazon, Google is seeking a Data Scientist, DevOps Engineer, Software Engineer, Product Manager proficient in SQL, Machine Learning, Python and experienced with Slack, Salesforce, Tableau. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science and have Mid-Senior level, Entry level of industry experience. Position is based in San Francisco, CA, Chicago, IL, Seattle, WA. Strong Communication Skills, Leadership and fluency in Spanish, French, English are required. Salary range: $100k–$130k, $90k–$120k, $120k–$150k, $80k–$100k. Preferred certifications include AWS Certified Solutions Architect, Google Cloud Professional.","SQL, Machine Learning, Python","Microsoft, Amazon, Google","Slack, Salesforce, Tableau","Master's in Information Systems, Bachelor's in Computer Science","Mid-Senior level, Entry level","Data Scientist, DevOps Engineer, Software Engineer, Product Manager","San Francisco, CA, Chicago, IL, Seattle, WA","Spanish, French, English","Communication Skills, Leadership","$100k–$130k, $90k–$120k, $120k–$150k, $80k–$100k","AWS Certified Solutions Architect, Google Cloud Professional"
